vector_class,lambda_index,lambda_m,gap_index,gap_m,harmonic,quadrature,value_N_m
YUKAWA,GRID_04,+4.64158883361278179e-05,19,+3.83118684955728508e-03,4,IM,+6.46173439528409699e-58
YUKAWA,GRID_04,+4.64158883361278179e-05,19,+3.83118684955728508e-03,6,RE,+1.74381412453758397e-71
YUKAWA,GRID_04,+4.64158883361278179e-05,19,+3.83118684955728508e-03,6,IM,+9.62357096865768721e-58
YUKAWA,GRID_04,+4.64158883361278179e-05,20,+4.64158883361277721e-03,2,RE,+2.99314835901051700e-79
YUKAWA,GRID_04,+4.64158883361278179e-05,20,+4.64158883361277721e-03,2,IM,+8.24505083217124182e-66
YUKAWA,GRID_04,+4.64158883361278179e-05,20,+4.64158883361277721e-03,4,RE,+2.97923437918303315e-79
YUKAWA,GRID_04,+4.64158883361278179e-05,20,+4.64158883361277721e-03,4,IM,+1.64154141072379797e-65
YUKAWA,GRID_04,+4.64158883361278179e-05,20,+4.64158883361277721e-03,6,RE,+2.83427360428852097e-79
YUKAWA,GRID_04,+4.64158883361278179e-05,20,+4.64158883361277721e-03,6,IM,+2.44375325594631385e-65
YUKAWA,GRID_04,+4.64158883361278179e-05,21,+5.62341325190349097e-03,2,RE,-1.16480202728234278e-87
YUKAWA,GRID_04,+4.64158883361278179e-05,21,+5.62341325190349097e-03,2,IM,+5.19444925312012506e-75
YUKAWA,GRID_04,+4.64158883361278179e-05,21,+5.62341325190349097e-03,4,RE,-1.15542090901860003e-87
YUKAWA,GRID_04,+4.64158883361278179e-05,21,+5.62341325190349097e-03,4,IM,+1.03387007885382779e-74
YUKAWA,GRID_04,+4.64158883361278179e-05,21,+5.62341325190349097e-03,6,RE,-1.14735909612802262e-87
YUKAWA,GRID_04,+4.64158883361278179e-05,21,+5.62341325190349097e-03,6,IM,+1.53833671171549921e-74
YUKAWA,GRID_04,+4.64158883361278179e-05,22,+6.81292069057960834e-03,2,RE,-7.24805171253426687e-100
YUKAWA,GRID_04,+4.64158883361278179e-05,22,+6.81292069057960834e-03,2,IM,+3.71392134776089103e-86
YUKAWA,GRID_04,+4.64158883361278179e-05,22,+6.81292069057960834e-03,4,RE,-7.06410429175141683e-100
YUKAWA,GRID_04,+4.64158883361278179e-05,22,+6.81292069057960834e-03,4,IM,+7.38922981228808074e-86
YUKAWA,GRID_04,+4.64158883361278179e-05,22,+6.81292069057960834e-03,6,RE,-7.35585427194408404e-100
YUKAWA,GRID_04,+4.64158883361278179e-05,22,+6.81292069057960834e-03,6,IM,+1.09879828474433064e-85
YUKAWA,GRID_04,+4.64158883361278179e-05,23,+8.25404185268018183e-03,2,RE,-1.94952488309430587e-112
YUKAWA,GRID_04,+4.64158883361278179e-05,23,+8.25404185268018183e-03,2,IM,+1.16935056163609268e-99
YUKAWA,GRID_04,+4.64158883361278179e-05,23,+8.25404185268018183e-03,4,RE,-1.93681175961550705e-112
YUKAWA,GRID_04,+4.64158883361278179e-05,23,+8.25404185268018183e-03,4,IM,+2.32550543145913667e-99
YUKAWA,GRID_04,+4.64158883361278179e-05,23,+8.25404185268018183e-03,6,RE,-1.93813451829628681e-112
YUKAWA,GRID_04,+4.64158883361278179e-05,23,+8.25404185268018183e-03,6,IM,+3.45551749090605514e-99
YUKAWA,GRID_04,+4.64158883361278179e-05,24,+1.00000000000000002e-02,2,RE,-3.75791169154813545e-129
YUKAWA,GRID_04,+4.64158883361278179e-05,24,+1.00000000000000002e-02,2,IM,+5.15028939886897812e-116
YUKAWA,GRID_04,+4.64158883361278179e-05,24,+1.00000000000000002e-02,4,RE,-3.69616810265837445e-129
YUKAWA,GRID_04,+4.64158883361278179e-05,24,+1.00000000000000002e-02,4,IM,+1.02369221042530838e-115
YUKAWA,GRID_04,+4.64158883361278179e-05,24,+1.00000000000000002e-02,6,RE,-3.70533233409966340e-129
YUKAWA,GRID_04,+4.64158883361278179e-05,24,+1.00000000000000002e-02,6,IM,+1.51975543962901300e-115
YUKAWA,GRID_05,+6.81292069057960829e-05,0,+1.00000000000000005e-04,2,RE,+5.53477239758783484e-36
YUKAWA,GRID_05,+6.81292069057960829e-05,0,+1.00000000000000005e-04,2,IM,+3.42610097128755663e-22
YUKAWA,GRID_05,+6.81292069057960829e-05,0,+1.00000000000000005e-04,4,RE,+5.85456476683482065e-36
YUKAWA,GRID_05,+6.81292069057960829e-05,0,+1.00000000000000005e-04,4,IM,+6.82072370320614990e-22
YUKAWA,GRID_05,+6.81292069057960829e-05,0,+1.00000000000000005e-04,6,RE,+5.08981050029950656e-36
YUKAWA,GRID_05,+6.81292069057960829e-05,0,+1.00000000000000005e-04,6,IM,+1.01528748424359791e-21
YUKAWA,GRID_05,+6.81292069057960829e-05,1,+1.21152765862858885e-04,2,RE,+4.13703410775469402e-36
YUKAWA,GRID_05,+6.81292069057960829e-05,1,+1.21152765862858885e-04,2,IM,+2.50902794101152518e-22
YUKAWA,GRID_05,+6.81292069057960829e-05,1,+1.21152765862858885e-04,4,RE,+4.24351472876633151e-36
YUKAWA,GRID_05,+6.81292069057960829e-05,1,+1.21152765862858885e-04,4,IM,+4.99495547685107261e-22
YUKAWA,GRID_05,+6.81292069057960829e-05,1,+1.21152765862858885e-04,6,RE,+3.88830850040576033e-36
YUKAWA,GRID_05,+6.81292069057960829e-05,1,+1.21152765862858885e-04,6,IM,+7.43503877325824946e-22
YUKAWA,GRID_05,+6.81292069057960829e-05,2,+1.46779926762206892e-04,2,RE,-4.90491561261456882e-37
YUKAWA,GRID_05,+6.81292069057960829e-05,2,+1.46779926762206892e-04,2,IM,+1.72025782010983927e-22
YUKAWA,GRID_05,+6.81292069057960829e-05,2,+1.46779926762206892e-04,4,RE,-6.11302911352378631e-37
YUKAWA,GRID_05,+6.81292069057960829e-05,2,+1.46779926762206892e-04,4,IM,+3.42463748202033349e-22
YUKAWA,GRID_05,+6.81292069057960829e-05,2,+1.46779926762206892e-04,6,RE,-1.00564798268956372e-36
YUKAWA,GRID_05,+6.81292069057960829e-05,2,+1.46779926762206892e-04,6,IM,+5.09750653070206644e-22
YUKAWA,GRID_05,+6.81292069057960829e-05,3,+1.77827941003892270e-04,2,RE,-3.46030657816736039e-36
YUKAWA,GRID_05,+6.81292069057960829e-05,3,+1.77827941003892270e-04,2,IM,+1.08895897885740018e-22
YUKAWA,GRID_05,+6.81292069057960829e-05,3,+1.77827941003892270e-04,4,RE,-3.52360628699540181e-36
YUKAWA,GRID_05,+6.81292069057960829e-05,3,+1.77827941003892270e-04,4,IM,+2.16783615966501931e-22
YUKAWA,GRID_05,+6.81292069057960829e-05,3,+1.77827941003892270e-04,6,RE,-3.66578509490582462e-36
YUKAWA,GRID_05,+6.81292069057960829e-05,3,+1.77827941003892270e-04,6,IM,+3.22670622431513870e-22
YUKAWA,GRID_05,+6.81292069057960829e-05,4,+2.15443469003188449e-04,2,RE,+2.97768201038059761e-36
YUKAWA,GRID_05,+6.81292069057960829e-05,4,+2.15443469003188449e-04,2,IM,+6.25787100483867769e-23
YUKAWA,GRID_05,+6.81292069057960829e-05,4,+2.15443469003188449e-04,4,RE,+2.87230639045529955e-36
YUKAWA,GRID_05,+6.81292069057960829e-05,4,+2.15443469003188449e-04,4,IM,+1.24575924022311729e-22
YUKAWA,GRID_05,+6.81292069057960829e-05,4,+2.15443469003188449e-04,6,RE,+2.73299574895805469e-36
YUKAWA,GRID_05,+6.81292069057960829e-05,4,+2.15443469003188449e-04,6,IM,+1.85419204202047622e-22
YUKAWA,GRID_05,+6.81292069057960829e-05,5,+2.61015721568253574e-04,2,RE,-4.81864136878275504e-37
YUKAWA,GRID_05,+6.81292069057960829e-05,5,+2.61015721568253574e-04,2,IM,+3.19856557641235847e-23
YUKAWA,GRID_05,+6.81292069057960829e-05,5,+2.61015721568253574e-04,4,RE,-4.70041780668200832e-37
YUKAWA,GRID_05,+6.81292069057960829e-05,5,+2.61015721568253574e-04,4,IM,+6.36727743474057455e-23
YUKAWA,GRID_05,+6.81292069057960829e-05,5,+2.61015721568253574e-04,6,RE,-5.09903668829126244e-37
YUKAWA,GRID_05,+6.81292069057960829e-05,5,+2.61015721568253574e-04,6,IM,+9.47674895671431818e-23
YUKAWA,GRID_05,+6.81292069057960829e-05,6,+3.16227766016837939e-04,2,RE,+2.17342195575347952e-37
YUKAWA,GRID_05,+6.81292069057960829e-05,6,+3.16227766016837939e-04,2,IM,+1.41851971215087718e-23
YUKAWA,GRID_05,+6.81292069057960829e-05,6,+3.16227766016837939e-04,4,RE,+2.20645667019504962e-37
YUKAWA,GRID_05,+6.81292069057960829e-05,6,+3.16227766016837939e-04,4,IM,+2.82372884666144438e-23
YUKAWA,GRID_05,+6.81292069057960829e-05,6,+3.16227766016837939e-04,6,RE,+1.97615462446619571e-37
YUKAWA,GRID_05,+6.81292069057960829e-05,6,+3.16227766016837939e-04,6,IM,+4.20252619345731123e-23
YUKAWA,GRID_05,+6.81292069057960829e-05,7,+3.83118684955728529e-04,2,RE,-1.78368411824644101e-37
YUKAWA,GRID_05,+6.81292069057960829e-05,7,+3.83118684955728529e-04,2,IM,+5.29699018745150240e-24
YUKAWA,GRID_05,+6.81292069057960829e-05,7,+3.83118684955728529e-04,4,RE,-1.78842922864995954e-37
YUKAWA,GRID_05,+6.81292069057960829e-05,7,+3.83118684955728529e-04,4,IM,+1.05439558573207478e-23
YUKAWA,GRID_05,+6.81292069057960829e-05,7,+3.83118684955728529e-04,6,RE,-1.83663792535967159e-37
YUKAWA,GRID_05,+6.81292069057960829e-05,7,+3.83118684955728529e-04,6,IM,+1.56916643860946491e-23
YUKAWA,GRID_05,+6.81292069057960829e-05,8,+4.64158883361277732e-04,2,RE,-4.44201161122426055e-38
YUKAWA,GRID_05,+6.81292069057960829e-05,8,+4.64158883361277732e-04,2,IM,+1.60598742269634033e-24
YUKAWA,GRID_05,+6.81292069057960829e-05,8,+4.64158883361277732e-04,4,RE,-4.50285493186068580e-38
YUKAWA,GRID_05,+6.81292069057960829e-05,8,+4.64158883361277732e-04,4,IM,+3.19669022153647985e-24
YUKAWA,GRID_05,+6.81292069057960829e-05,8,+4.64158883361277732e-04,6,RE,-4.82471237308970133e-38
YUKAWA,GRID_05,+6.81292069057960829e-05,8,+4.64158883361277732e-04,6,IM,+4.75706759486405910e-24
YUKAWA,GRID_05,+6.81292069057960829e-05,9,+5.62341325190349097e-04,2,RE,-1.31395919655305944e-38
YUKAWA,GRID_05,+6.81292069057960829e-05,9,+5.62341325190349097e-04,2,IM,+3.78303572600806992e-25
YUKAWA,GRID_05,+6.81292069057960829e-05,9,+5.62341325190349097e-04,4,RE,-1.30506893645492068e-38
YUKAWA,GRID_05,+6.81292069057960829e-05,9,+5.62341325190349097e-04,4,IM,+7.52973121172251502e-25
YUKAWA,GRID_05,+6.81292069057960829e-05,9,+5.62341325190349097e-04,6,RE,-1.34708846668161390e-38
YUKAWA,GRID_05,+6.81292069057960829e-05,9,+5.62341325190349097e-04,6,IM,+1.12043312920667820e-24
YUKAWA,GRID_05,+6.81292069057960829e-05,10,+6.81292069057960856e-04,2,RE,-2.13089050398015818e-39
YUKAWA,GRID_05,+6.81292069057960829e-05,10,+6.81292069057960856e-04,2,IM,+6.56364666394222084e-26
YUKAWA,GRID_05,+6.81292069057960829e-05,10,+6.81292069057960856e-04,4,RE,-2.07888063127029259e-39
YUKAWA,GRID_05,+6.81292069057960829e-05,10,+6.81292069057960856e-04,4,IM,+1.30635358905320550e-25
YUKAWA,GRID_05,+6.81292069057960829e-05,10,+6.81292069057960856e-04,6,RE,-2.18641714318560839e-39
YUKAWA,GRID_05,+6.81292069057960829e-05,10,+6.81292069057960856e-04,6,IM,+1.94369481488005096e-25
YUKAWA,GRID_05,+6.81292069057960829e-05,11,+8.25404185268018118e-04,2,RE,+8.83670563682172061e-41
YUKAWA,GRID_05,+6.81292069057960829e-05,11,+8.25404185268018118e-04,2,IM,+7.86280979691814598e-27
YUKAWA,GRID_05,+6.81292069057960829e-05,11,+8.25404185268018118e-04,4,RE,+8.74305593703514096e-41
YUKAWA,GRID_05,+6.81292069057960829e-05,11,+8.25404185268018118e-04,4,IM,+1.56482173448048360e-26
YUKAWA,GRID_05,+6.81292069057960829e-05,11,+8.25404185268018118e-04,6,RE,+7.69473456962455361e-41
YUKAWA,GRID_05,+6.81292069057960829e-05,11,+8.25404185268018118e-04,6,IM,+2.32800972146983675e-26
YUKAWA,GRID_05,+6.81292069057960829e-05,12,+1.00000000000000002e-03,2,RE,+1.10537187198078948e-41
YUKAWA,GRID_05,+6.81292069057960829e-05,12,+1.00000000000000002e-03,2,IM,+6.01346308533419787e-28
YUKAWA,GRID_05,+6.81292069057960829e-05,12,+1.00000000000000002e-03,4,RE,+1.13127748904179619e-41
YUKAWA,GRID_05,+6.81292069057960829e-05,12,+1.00000000000000002e-03,4,IM,+1.19667792908090241e-27
YUKAWA,GRID_05,+6.81292069057960829e-05,12,+1.00000000000000002e-03,6,RE,+9.62092004013334209e-42
YUKAWA,GRID_05,+6.81292069057960829e-05,12,+1.00000000000000002e-03,6,IM,+1.78008097191606394e-27
YUKAWA,GRID_05,+6.81292069057960829e-05,13,+1.21152765862858765e-03,2,RE,+5.19885998681331088e-43
YUKAWA,GRID_05,+6.81292069057960829e-05,13,+1.21152765862858765e-03,2,IM,+2.67044553569718786e-29
YUKAWA,GRID_05,+6.81292069057960829e-05,13,+1.21152765862858765e-03,4,RE,+4.81633040817515644e-43
YUKAWA,GRID_05,+6.81292069057960829e-05,13,+1.21152765862858765e-03,4,IM,+5.31367022250661758e-29
YUKAWA,GRID_05,+6.81292069057960829e-05,13,+1.21152765862858765e-03,6,RE,+4.37956762083974021e-43
YUKAWA,GRID_05,+6.81292069057960829e-05,13,+1.21152765862858765e-03,6,IM,+7.90291806246880664e-29
YUKAWA,GRID_05,+6.81292069057960829e-05,14,+1.46779926762206914e-03,2,RE,+3.51927258127836547e-45
YUKAWA,GRID_05,+6.81292069057960829e-05,14,+1.46779926762206914e-03,2,IM,+6.13826979508883682e-31
YUKAWA,GRID_05,+6.81292069057960829e-05,14,+1.46779926762206914e-03,4,RE,+3.68736095514234983e-45
YUKAWA,GRID_05,+6.81292069057960829e-05,14,+1.46779926762206914e-03,4,IM,+1.22125471297175352e-30
YUKAWA,GRID_05,+6.81292069057960829e-05,14,+1.46779926762206914e-03,6,RE,+2.27976635910857350e-45
YUKAWA,GRID_05,+6.81292069057960829e-05,14,+1.46779926762206914e-03,6,IM,+1.81599570207134649e-30
YUKAWA,GRID_05,+6.81292069057960829e-05,15,+1.77827941003892275e-03,2,RE,+5.15099166026186967e-47
YUKAWA,GRID_05,+6.81292069057960829e-05,15,+1.77827941003892275e-03,2,IM,+6.35413741937451924e-33
YUKAWA,GRID_05,+6.81292069057960829e-05,15,+1.77827941003892275e-03,4,RE,+5.00347283055428882e-47
YUKAWA,GRID_05,+6.81292069057960829e-05,15,+1.77827941003892275e-03,4,IM,+1.26402477540738472e-32
YUKAWA,GRID_05,+6.81292069057960829e-05,15,+1.77827941003892275e-03,6,RE,+4.00450381270551023e-47
YUKAWA,GRID_05,+6.81292069057960829e-05,15,+1.77827941003892275e-03,6,IM,+1.87915236287902304e-32
YUKAWA,GRID_05,+6.81292069057960829e-05,16,+2.15443469003188210e-03,2,RE,+5.02574898043675263e-49
YUKAWA,GRID_05,+6.81292069057960829e-05,16,+2.15443469003188210e-03,2,IM,+2.50258005153786300e-35
YUKAWA,GRID_05,+6.81292069057960829e-05,16,+2.15443469003188210e-03,4,RE,+4.79544320116715251e-49
YUKAWA,GRID_05,+6.81292069057960829e-05,16,+2.15443469003188210e-03,4,IM,+4.97751637893095420e-35
YUKAWA,GRID_05,+6.81292069057960829e-05,16,+2.15443469003188210e-03,6,RE,+4.24319840836345617e-49
YUKAWA,GRID_05,+6.81292069057960829e-05,16,+2.15443469003188210e-03,6,IM,+7.39767654497158869e-35
YUKAWA,GRID_05,+6.81292069057960829e-05,17,+2.61015721568253574e-03,2,RE,+1.22743708305619205e-51
YUKAWA,GRID_05,+6.81292069057960829e-05,17,+2.61015721568253574e-03,2,IM,+3.05732938486104915e-38
YUKAWA,GRID_05,+6.81292069057960829e-05,17,+2.61015721568253574e-03,4,RE,+1.22211208577051097e-51
YUKAWA,GRID_05,+6.81292069057960829e-05,17,+2.61015721568253574e-03,4,IM,+6.07962754653897697e-38
YUKAWA,GRID_05,+6.81292069057960829e-05,17,+2.61015721568253574e-03,6,RE,+1.14723778330780243e-51
YUKAWA,GRID_05,+6.81292069057960829e-05,17,+2.61015721568253574e-03,6,IM,+9.03253519407363261e-38
YUKAWA,GRID_05,+6.81292069057960829e-05,18,+3.16227766016837939e-03,2,RE,+3.43847049837188913e-55
YUKAWA,GRID_05,+6.81292069057960829e-05,18,+3.16227766016837939e-03,2,IM,+9.04657171447348682e-42
YUKAWA,GRID_05,+6.81292069057960829e-05,18,+3.16227766016837939e-03,4,RE,+3.31874569378649182e-55
YUKAWA,GRID_05,+6.81292069057960829e-05,18,+3.16227766016837939e-03,4,IM,+1.79849718239789436e-41
YUKAWA,GRID_05,+6.81292069057960829e-05,18,+3.16227766016837939e-03,6,RE,+3.18862486734001759e-55
YUKAWA,GRID_05,+6.81292069057960829e-05,18,+3.16227766016837939e-03,6,IM,+2.67091933529229742e-41
YUKAWA,GRID_05,+6.81292069057960829e-05,19,+3.83118684955728508e-03,2,RE,+1.88074047173158101e-59
YUKAWA,GRID_05,+6.81292069057960829e-05,19,+3.83118684955728508e-03,2,IM,+4.80488287643500434e-46
YUKAWA,GRID_05,+6.81292069057960829e-05,19,+3.83118684955728508e-03,4,RE,+1.82935332360336688e-59
YUKAWA,GRID_05,+6.81292069057960829e-05,19,+3.83118684955728508e-03,4,IM,+9.54940824054705505e-46
YUKAWA,GRID_05,+6.81292069057960829e-05,19,+3.83118684955728508e-03,6,RE,+1.69186998007811268e-59
YUKAWA,GRID_05,+6.81292069057960829e-05,19,+3.83118684955728508e-03,6,IM,+1.41744870807274824e-45
YUKAWA,GRID_05,+6.81292069057960829e-05,20,+4.64158883361277721e-03,2,RE,+4.88134796140112525e-65
YUKAWA,GRID_05,+6.81292069057960829e-05,20,+4.64158883361277721e-03,2,IM,+3.18652976902611904e-51
YUKAWA,GRID_05,+6.81292069057960829e-05,20,+4.64158883361277721e-03,4,RE,+4.76099854742518534e-65
YUKAWA,GRID_05,+6.81292069057960829e-05,20,+4.64158883361277721e-03,4,IM,+6.33069820026742151e-51
YUKAWA,GRID_05,+6.81292069057960829e-05,20,+4.64158883361277721e-03,6,RE,+4.53004547551293070e-65
YUKAWA,GRID_05,+6.81292069057960829e-05,20,+4.64158883361277721e-03,6,IM,+9.39108581888408766e-51
YUKAWA,GRID_05,+6.81292069057960829e-05,21,+5.62341325190349097e-03,2,RE,-1.36527166933623859e-70
YUKAWA,GRID_05,+6.81292069057960829e-05,21,+5.62341325190349097e-03,2,IM,+1.70008114580974280e-57
YUKAWA,GRID_05,+6.81292069057960829e-05,21,+5.62341325190349097e-03,4,RE,-1.35359104569205431e-70
YUKAWA,GRID_05,+6.81292069057960829e-05,21,+5.62341325190349097e-03,4,IM,+3.37605407684843424e-57
YUKAWA,GRID_05,+6.81292069057960829e-05,21,+5.62341325190349097e-03,6,RE,-1.34467439079701138e-70
YUKAWA,GRID_05,+6.81292069057960829e-05,21,+5.62341325190349097e-03,6,IM,+5.00438214657532032e-57
YUKAWA,GRID_05,+6.81292069057960829e-05,22,+6.81292069057960834e-03,2,RE,-1.10624722622724149e-78
YUKAWA,GRID_05,+6.81292069057960829e-05,22,+6.81292069057960834e-03,2,IM,+4.28429535995338773e-65
YUKAWA,GRID_05,+6.81292069057960829e-05,22,+6.81292069057960834e-03,4,RE,-1.17529810068118679e-78
YUKAWA,GRID_05,+6.81292069057960829e-05,22,+6.81292069057960834e-03,4,IM,+8.50323592570037477e-65
YUKAWA,GRID_05,+6.81292069057960829e-05,22,+6.81292069057960834e-03,6,RE,-1.17074512269194003e-78
YUKAWA,GRID_05,+6.81292069057960829e-05,22,+6.81292069057960834e-03,6,IM,+1.25931330394620917e-64
YUKAWA,GRID_05,+6.81292069057960829e-05,23,+8.25404185268018183e-03,2,RE,-2.33633571760037139e-87
YUKAWA,GRID_05,+6.81292069057960829e-05,23,+8.25404185268018183e-03,2,IM,+2.67559466689555198e-74
YUKAWA,GRID_05,+6.81292069057960829e-05,23,+8.25404185268018183e-03,4,RE,-2.32726539430875262e-87
YUKAWA,GRID_05,+6.81292069057960829e-05,23,+8.25404185268018183e-03,4,IM,+5.30689517604887573e-74
YUKAWA,GRID_05,+6.81292069057960829e-05,23,+8.25404185268018183e-03,6,RE,-2.32969857481452759e-87
YUKAWA,GRID_05,+6.81292069057960829e-05,23,+8.25404185268018183e-03,6,IM,+7.85083232943974094e-74
YUKAWA,GRID_05,+6.81292069057960829e-05,24,+1.00000000000000002e-02,2,RE,-8.76639745379922924e-99
YUKAWA,GRID_05,+6.81292069057960829e-05,24,+1.00000000000000002e-02,2,IM,+1.89565859298484959e-85
YUKAWA,GRID_05,+6.81292069057960829e-05,24,+1.00000000000000002e-02,4,RE,-8.65813879225890207e-99
YUKAWA,GRID_05,+6.81292069057960829e-05,24,+1.00000000000000002e-02,4,IM,+3.75695007702956110e-85
YUKAWA,GRID_05,+6.81292069057960829e-05,24,+1.00000000000000002e-02,6,RE,-8.62079633215536879e-99
YUKAWA,GRID_05,+6.81292069057960829e-05,24,+1.00000000000000002e-02,6,IM,+5.55054768641555607e-85
YUKAWA,GRID_06,+1.00000000000000005e-04,0,+1.00000000000000005e-04,2,RE,+2.23587755889755518e-35
YUKAWA,GRID_06,+1.00000000000000005e-04,0,+1.00000000000000005e-04,2,IM,+3.03296744692666152e-21
YUKAWA,GRID_06,+1.00000000000000005e-04,0,+1.00000000000000005e-04,4,RE,+2.39684460132119286e-35
YUKAWA,GRID_06,+1.00000000000000005e-04,0,+1.00000000000000005e-04,4,IM,+6.02500685474631121e-21
YUKAWA,GRID_06,+1.00000000000000005e-04,0,+1.00000000000000005e-04,6,RE,+2.45528805390623184e-35
YUKAWA,GRID_06,+1.00000000000000005e-04,0,+1.00000000000000005e-04,6,IM,+8.93611867425598466e-21
YUKAWA,GRID_06,+1.00000000000000005e-04,1,+1.21152765862858885e-04,2,RE,+2.08870534676703781e-35
YUKAWA,GRID_06,+1.00000000000000005e-04,1,+1.21152765862858885e-04,2,IM,+2.45215177598215959e-21
YUKAWA,GRID_06,+1.00000000000000005e-04,1,+1.21152765862858885e-04,4,RE,+1.85971970880135938e-35
YUKAWA,GRID_06,+1.00000000000000005e-04,1,+1.21152765862858885e-04,4,IM,+4.87114449747870482e-21
YUKAWA,GRID_06,+1.00000000000000005e-04,1,+1.21152765862858885e-04,6,RE,+1.60477659123956789e-35
YUKAWA,GRID_06,+1.00000000000000005e-04,1,+1.21152765862858885e-04,6,IM,+7.22457289948081635e-21
YUKAWA,GRID_06,+1.00000000000000005e-04,2,+1.46779926762206892e-04,2,RE,+1.20801007643236008e-35
YUKAWA,GRID_06,+1.00000000000000005e-04,2,+1.46779926762206892e-04,2,IM,+1.89539570138684472e-21
YUKAWA,GRID_06,+1.00000000000000005e-04,2,+1.46779926762206892e-04,4,RE,+1.20158307462218603e-35
YUKAWA,GRID_06,+1.00000000000000005e-04,2,+1.46779926762206892e-04,4,IM,+3.76509664768039578e-21
YUKAWA,GRID_06,+1.00000000000000005e-04,2,+1.46779926762206892e-04,6,RE,+9.03183631999576765e-36
YUKAWA,GRID_06,+1.00000000000000005e-04,2,+1.46779926762206892e-04,6,IM,+5.58399364223092274e-21
YUKAWA,GRID_06,+1.00000000000000005e-04,3,+1.77827941003892270e-04,2,RE,-1.94346104051754195e-35
YUKAWA,GRID_06,+1.00000000000000005e-04,3,+1.77827941003892270e-04,2,IM,+1.38738006791312059e-21
YUKAWA,GRID_06,+1.00000000000000005e-04,3,+1.77827941003892270e-04,4,RE,-1.87781432274269381e-35
YUKAWA,GRID_06,+1.00000000000000005e-04,3,+1.77827941003892270e-04,4,IM,+2.75589514096326504e-21
YUKAWA,GRID_06,+1.00000000000000005e-04,3,+1.77827941003892270e-04,6,RE,-1.84850085613149186e-35
YUKAWA,GRID_06,+1.00000000000000005e-04,3,+1.77827941003892270e-04,6,IM,+4.08711143017234704e-21
YUKAWA,GRID_06,+1.00000000000000005e-04,4,+2.15443469003188449e-04,2,RE,+2.75743623985979009e-35
YUKAWA,GRID_06,+1.00000000000000005e-04,4,+2.15443469003188449e-04,2,IM,+9.50672138439299760e-22
YUKAWA,GRID_06,+1.00000000000000005e-04,4,+2.15443469003188449e-04,4,RE,+2.64042574005975926e-35
YUKAWA,GRID_06,+1.00000000000000005e-04,4,+2.15443469003188449e-04,4,IM,+1.88837004056556180e-21
YUKAWA,GRID_06,+1.00000000000000005e-04,4,+2.15443469003188449e-04,6,RE,+2.51397201602249147e-35
YUKAWA,GRID_06,+1.00000000000000005e-04,4,+2.15443469003188449e-04,6,IM,+2.80041710384305678e-21
YUKAWA,GRID_06,+1.00000000000000005e-04,5,+2.61015721568253574e-04,2,RE,-6.41242564230325836e-36
YUKAWA,GRID_06,+1.00000000000000005e-04,5,+2.61015721568253574e-04,2,IM,+6.01373980012989151e-22
YUKAWA,GRID_06,+1.00000000000000005e-04,5,+2.61015721568253574e-04,4,RE,-6.30006802688009523e-36
YUKAWA,GRID_06,+1.00000000000000005e-04,5,+2.61015721568253574e-04,4,IM,+1.19450441629829879e-21
YUKAWA,GRID_06,+1.00000000000000005e-04,5,+2.61015721568253574e-04,6,RE,-7.05421914785110085e-36
YUKAWA,GRID_06,+1.00000000000000005e-04,5,+2.61015721568253574e-04,6,IM,+1.77133770307416142e-21
YUKAWA,GRID_06,+1.00000000000000005e-04,6,+3.16227766016837939e-04,2,RE,+2.97007773600394153e-36
YUKAWA,GRID_06,+1.00000000000000005e-04,6,+3.16227766016837939e-04,2,IM,+3.45298180193287149e-22
YUKAWA,GRID_06,+1.00000000000000005e-04,6,+3.16227766016837939e-04,4,RE,+3.37043418944406035e-36
YUKAWA,GRID_06,+1.00000000000000005e-04,6,+3.16227766016837939e-04,4,IM,+6.85837792316433292e-22
YUKAWA,GRID_06,+1.00000000000000005e-04,6,+3.16227766016837939e-04,6,RE,+2.76430680298342379e-36
YUKAWA,GRID_06,+1.00000000000000005e-04,6,+3.16227766016837939e-04,6,IM,+1.01697048861869910e-21
YUKAWA,GRID_06,+1.00000000000000005e-04,7,+3.83118684955728529e-04,2,RE,-2.27974619956163968e-36
YUKAWA,GRID_06,+1.00000000000000005e-04,7,+3.83118684955728529e-04,2,IM,+1.76313095453077086e-22
YUKAWA,GRID_06,+1.00000000000000005e-04,7,+3.83118684955728529e-04,4,RE,-2.02732686303821735e-36
YUKAWA,GRID_06,+1.00000000000000005e-04,7,+3.83118684955728529e-04,4,IM,+3.50180779386424823e-22
YUKAWA,GRID_06,+1.00000000000000005e-04,7,+3.83118684955728529e-04,6,RE,-2.51765911142522649e-36
YUKAWA,GRID_06,+1.00000000000000005e-04,7,+3.83118684955728529e-04,6,IM,+5.19214642613609854e-22
YUKAWA,GRID_06,+1.00000000000000005e-04,8,+4.64158883361277732e-04,2,RE,-5.27854549683650020e-37
YUKAWA,GRID_06,+1.00000000000000005e-04,8,+4.64158883361277732e-04,2,IM,+7.80979936446504246e-23
YUKAWA,GRID_06,+1.00000000000000005e-04,8,+4.64158883361277732e-04,4,RE,-5.36009168717987197e-37
YUKAWA,GRID_06,+1.00000000000000005e-04,8,+4.64158883361277732e-04,4,IM,+1.55104401339569947e-22
YUKAWA,GRID_06,+1.00000000000000005e-04,8,+4.64158883361277732e-04,6,RE,-6.37419638479841139e-37
